Stage,Channel,Amplitude,NrClipsWithSpikes,SOZ
N3,tlb3,1.8836547168377455e-05,52,0
N3,tlb4,1.3490378922191816e-05,52,0
N3,tlc1,7.468055361692986e-06,52,0
N3,tlc10,1.3358773665886943e-05,52,0
N3,tlc2,1.1383765951323627e-05,52,0
N3,tlc3,6.205103620570854e-06,52,0
N3,tlc4,7.666723715309146e-06,52,0
N3,tlc5,1.590395959684392e-05,52,0
N3,tlc6,6.014542217247916e-06,52,0
N3,tlc7,1.0347922713289431e-05,52,0
N3,tlc8,1.4014189777388039e-05,52,0
N3,tlc9,1.3561990838217043e-05,52,0
N2,hr1,1.3305543240535313e-05,52,0
N2,hr10,5.243567162431275e-05,52,0
N2,hr11,8.991366441223953e-05,52,0
N2,hr12,7.880420503594189e-05,52,1
N2,hr13,1.516426142688828e-05,52,0
N2,hr14,1.3545928524005495e-05,52,0
N2,hr2,1.1486863370312629e-05,52,0
N2,hr3,1.4271037326688648e-05,52,0
N2,hr4,1.186803694688743e-05,52,0
N2,hr5,8.540726248223343e-06,52,0
N2,hr6,9.561740291184496e-06,52,0
N2,hr7,1.0351686593339293e-05,52,0
N2,hr8,9.640529158744614e-06,52,0
N2,hr9,1.4355838947085624e-05,52,0
N2,po1,1.0113306768314996e-05,52,0
N2,po10,7.666947523844209e-06,52,0
N2,po2,8.823508239639015e-06,52,0
N2,po3,1.199908493131578e-05,52,0
N2,po4,1.3260498494993028e-05,52,0
N2,po5,1.0842791575535499e-05,52,0
N2,po6,1.731136583976734e-05,52,0
N2,po7,1.229310831447241e-05,52,0
N2,po8,8.6163934965394e-06,52,0
N2,po9,7.409885529151692e-06,52,0
N2,tba1,9.99146893138714e-06,52,0
N2,tba2,2.771015778142597e-05,52,0
N2,tba3,1.9384965623738328e-05,52,0
N2,tba4,1.1829694469894245e-05,52,0
N2,tbb1,4.880207530966521e-05,52,0
N2,tbb2,3.3406786251608686e-05,52,0
N2,tbb3,1.9102760296065093e-05,52,0
N2,tbb4,1.841348963358945e-05,52,0
N2,tbc1,1.4542323159640494e-05,52,0
N2,tbc2,1.1619617404486479e-05,52,0
N2,tbc3,1.1140790529387948e-05,52,0
N2,tbc4,1.1894255707832855e-05,52,0
N2,tbc5,1.606910716728762e-05,52,0
N2,tbc6,1.2441494867715101e-05,52,0
N2,tbd1,1.8186672896907443e-05,52,0
N2,tbd2,1.2311197081920919e-05,52,0
N2,tbd3,1.9016169774530686e-05,52,0
N2,tbd4,1.707515008178049e-05,52,0
N2,tbd5,1.311290382871856e-05,52,0
N2,tbd6,9.144259290747643e-06,52,0
N2,tla1,1.064489660698271e-05,52,0
N2,tla2,3.201907500034375e-05,52,0
N2,tla3,2.2550212866633655e-05,52,0
N2,tla4,1.8884634547579477e-05,52,0
N2,tlb1,1.851156825889421e-05,52,0
N2,tlb2,2.8555701358294406e-05,52,0
N2,tlb3,2.1486912257713026e-05,52,0
N2,tlb4,1.3328065146398645e-05,52,0
N2,tlc1,6.767483359518931e-06,52,0
N2,tlc10,1.2290585198564184e-05,52,0
N2,tlc2,1.0522143305313403e-05,52,0
N2,tlc3,5.615095070213934e-06,52,0
N2,tlc4,7.086432106547821e-06,52,0
N2,tlc5,1.6587781602462577e-05,52,0
N2,tlc6,5.260444077424185e-06,52,0
N2,tlc7,8.734858220308167e-06,52,0
N2,tlc8,1.04092726225709e-05,52,0
N2,tlc9,1.1488692348725969e-05,52,0
N1,hr1,1.0927251710422214e-05,52,0
N1,hr10,2.3904226886914818e-05,52,0
N1,hr11,4.5091075583699665e-05,52,0
N1,hr12,3.739611793676364e-05,52,1
N1,hr13,1.1674907238808891e-05,52,0
N1,hr14,1.3365084283801038e-05,52,0
N1,hr2,1.209261616840781e-05,52,0
N1,hr3,1.1750372022136373e-05,52,0
N1,hr4,1.0327090548428616e-05,52,0
N1,hr5,1.0644404567011902e-05,52,0
N1,hr6,8.59381051973326e-06,52,0
N1,hr7,8.028148073683723e-06,52,0
N1,hr8,8.319869228647242e-06,52,0
N1,hr9,9.397657738648667e-06,52,0
N1,po1,1.2244419003162951e-05,52,0
N1,po10,8.77003175270644e-06,52,0
N1,po2,1.1151218577782138e-05,52,0
N1,po3,1.6419519008595236e-05,52,0
N1,po4,2.119150153602503e-05,52,0
N1,po5,1.3268062872864303e-05,52,0
N1,po6,2.1048230092757238e-05,52,0
N1,po7,1.4885872027918652e-05,52,0
N1,po8,9.972682342127257e-06,52,0
N1,po9,8.257611701078105e-06,52,0
N1,tba1,8.039492335033228e-06,52,0
N1,tba2,2.1790707501920012e-05,52,0
N1,tba3,1.76873040149849e-05,52,0
N1,tba4,1.298934849107791e-05,52,0
N1,tbb1,2.9590622087312998e-05,52,0
N1,tbb2,1.945716966071371e-05,52,0
N1,tbb3,2.1765702978593752e-05,52,0
N1,tbb4,1.758349297049065e-05,52,0
N1,tbc1,1.7730777439894032e-05,52,0
N1,tbc2,1.3735026425596676e-05,52,0
N1,tbc3,1.183656405680511e-05,52,0
N1,tbc4,1.384798215210715e-05,52,0
N1,tbc5,1.394279755214576e-05,52,0
N1,tbc6,1.1423968011614289e-05,52,0
N1,tbd1,2.505364353841786e-05,52,0
N1,tbd2,1.6926882486614302e-05,52,0
N1,tbd3,2.132867750948248e-05,52,0
N1,tbd4,2.2431045010486467e-05,52,0
N1,tbd5,1.4085832721293446e-05,52,0
N1,tbd6,9.88423978849511e-06,52,0
N1,tla1,8.140365563138933e-06,52,0
N1,tla2,1.9902579539318875e-05,52,0
N1,tla3,1.735562943129042e-05,52,0
N1,tla4,2.503059442693041e-05,52,0
N1,tlb1,1.7007259211858458e-05,52,0
N1,tlb2,2.9300669344343668e-05,52,0
N1,tlb3,2.7128057510211368e-05,52,0
N1,tlb4,1.398100689945484e-05,52,0
N1,tlc1,7.245876673290184e-06,52,0
N1,tlc10,1.5659977260577553e-05,52,0
N1,tlc2,1.1498634822985389e-05,52,0
N1,tlc3,6.230605834291885e-06,52,0
N1,tlc4,9.032035927674826e-06,52,0
N1,tlc5,2.26474247759231e-05,52,0
N1,tlc6,5.530872946306164e-06,52,0
N1,tlc7,8.739459835928053e-06,52,0
N1,tlc8,1.022009047758367e-05,52,0
N1,tlc9,1.3673652698300517e-05,52,0
REM,hr1,1.9644741664082796e-05,52,0
REM,hr10,5.4311407697977363e-05,52,0
REM,hr11,8.635747977894956e-05,52,0
REM,hr12,7.652039476068145e-05,52,1
REM,hr13,2.077057529830633e-05,52,0
REM,hr14,2.082875376698991e-05,52,0
REM,hr2,2.0681649225386505e-05,52,0
REM,hr3,2.0041979427334276e-05,52,0
REM,hr4,1.797754724882025e-05,52,0
REM,hr5,1.674279970513629e-05,52,0
REM,hr6,1.3819811037920533e-05,52,0
REM,hr7,1.588679699058878e-05,52,0
REM,hr8,1.6577646963480656e-05,52,0
REM,hr9,2.0552067716443766e-05,52,0
REM,po1,1.715990820311268e-05,52,0
REM,po10,1.222469456896378e-05,52,0
REM,po2,1.5867892590035462e-05,52,0
REM,po3,2.0970697961325204e-05,52,0
REM,po4,2.6225488783247198e-05,52,0
REM,po5,1.9854291010065028e-05,52,0
REM,po6,3.1195351825423675e-05,52,0
REM,po7,2.1146619859121345e-05,52,0
REM,po8,1.456079150583223e-05,52,0
REM,po9,1.2154144219403034e-05,52,0
REM,tba1,1.4541771935759738e-05,52,0
REM,tba2,5.260591917733566e-05,52,0
REM,tba3,3.0182788375852448e-05,52,0
REM,tba4,1.8627290237986093e-05,52,0
REM,tbb1,5.523845632545752e-05,52,0
REM,tbb2,4.000705847296463e-05,52,0
REM,tbb3,3.096217728579645e-05,52,0
REM,tbb4,2.9473921324975158e-05,52,0
REM,tbc1,2.818994726930146e-05,52,0
REM,tbc2,2.05806127540576e-05,52,0
REM,tbc3,1.867153881782691e-05,52,0
REM,tbc4,1.9115922882203393e-05,52,0
REM,tbc5,2.2181539960606097e-05,52,0
REM,tbc6,1.951682587845919e-05,52,0
REM,tbd1,3.235455854051027e-05,52,0
REM,tbd2,2.3559658091388146e-05,52,0
REM,tbd3,3.618566116125329e-05,52,0
REM,tbd4,3.2100315438457826e-05,52,0
REM,tbd5,2.1379530156776528e-05,52,0
REM,tbd6,1.4378393066338413e-05,52,0
REM,tla1,1.3657620097755037e-05,52,0
REM,tla2,4.5068705754773595e-05,52,0
REM,tla3,3.77100120611083e-05,52,0
REM,tla4,3.8800887313482544e-05,52,0
REM,tlb1,1.960604914669058e-05,52,0
REM,tlb2,3.576449521033758e-05,52,0
REM,tlb3,3.5154221752531176e-05,52,0
REM,tlb4,2.2070058520494962e-05,52,0
REM,tlc1,1.0544241431877661e-05,52,0
REM,tlc10,2.2316170323195575e-05,52,0
REM,tlc2,1.5911564704012403e-05,52,0
REM,tlc3,8.79845265062197e-06,52,0
REM,tlc4,1.3987256435104498e-05,52,0
REM,tlc5,3.017487458647318e-05,52,0
REM,tlc6,8.237031096342472e-06,52,0
REM,tlc7,1.247326753628871e-05,52,0
REM,tlc8,1.4179424343447177e-05,52,0
REM,tlc9,2.091202608086227e-05,52,0
Wake,hr1,2.5149742500810716e-05,52,0
Wake,hr10,3.5242897901689184e-05,52,0
Wake,hr11,6.452493313167585e-05,52,0
Wake,hr12,5.25334247179331e-05,52,1
Wake,hr13,2.0625620839921922e-05,52,0
Wake,hr14,1.9616668350036966e-05,52,0
Wake,hr2,3.7963523485589575e-05,52,0
Wake,hr3,1.8817362092769505e-05,52,0
Wake,hr4,1.7682626214353204e-05,52,0
Wake,hr5,5.324121314196818e-05,52,0
Wake,hr6,1.600117840139497e-05,52,0
Wake,hr7,1.590863313795589e-05,52,0
Wake,hr8,3.356282123269278e-05,52,0
Wake,hr9,1.881321802262899e-05,52,0
Wake,po1,2.2907738278998306e-05,52,0
Wake,po10,1.933422455703606e-05,52,0
Wake,po2,1.4033017839885157e-05,52,0
Wake,po3,2.9219546777671076e-05,52,0
Wake,po4,2.764966248707155e-05,52,0
Wake,po5,2.176132912202516e-05,52,0
Wake,po6,2.94113139777121e-05,52,0
Wake,po7,2.262577042793657e-05,52,0
Wake,po8,1.6569545527090766e-05,52,0
Wake,po9,1.5194789669892341e-05,52,0
Wake,tba1,1.908783484120885e-05,52,0
Wake,tba2,3.174959771225368e-05,52,0
Wake,tba3,3.296058916261913e-05,52,0
Wake,tba4,2.2260814346145462e-05,52,0
Wake,tbb1,5.3830705556260014e-05,52,0
Wake,tbb2,3.390273188530784e-05,52,0
Wake,tbb3,3.283705191369321e-05,52,0
Wake,tbb4,3.0062481049566952e-05,52,0
Wake,tbc1,4.916614947476196e-05,52,0
Wake,tbc2,2.9059528887213983e-05,52,0
Wake,tbc3,2.394041682480072e-05,52,0
Wake,tbc4,2.430704738310489e-05,52,0
Wake,tbc5,3.3122760237654194e-05,52,0
Wake,tbc6,3.7214385704635196e-05,52,0
Wake,tbd1,3.3974884090562955e-05,52,0
Wake,tbd2,2.240528865428346e-05,52,0
Wake,tbd3,2.9483999664239658e-05,52,0
Wake,tbd4,2.6792902379057345e-05,52,0
Wake,tbd5,2.117973489170085e-05,52,0
Wake,tbd6,1.7004740513080212e-05,52,0
Wake,tla1,1.8307954916348322e-05,52,0
Wake,tla2,3.6126723274230444e-05,52,0
Wake,tla3,2.904199066325636e-05,52,0
Wake,tla4,3.7645862187659805e-05,52,0
Wake,tlb1,2.648075448653181e-05,52,0
Wake,tlb2,6.852528297233255e-05,52,0
Wake,tlb3,4.2025136496295276e-05,52,0
Wake,tlb4,2.4513095629215024e-05,52,0
Wake,tlc1,1.7710338567662626e-05,52,0
Wake,tlc10,2.469391392346223e-05,52,0
Wake,tlc2,1.560495914971748e-05,52,0
Wake,tlc3,1.1408494729068588e-05,52,0
Wake,tlc4,1.3160566843638176e-05,52,0
Wake,tlc5,2.8479946160280518e-05,52,0
Wake,tlc6,1.1773317303516187e-05,52,0
Wake,tlc7,1.4379324627430178e-05,52,0
Wake,tlc8,1.6310992159375553e-05,52,0
Wake,tlc9,2.136101666436236e-05,52,0
NaN,hr1,0.0,52,0
NaN,hr10,0.0,52,0
NaN,hr11,0.0,52,0
NaN,hr12,0.0,52,1
NaN,hr13,0.0,52,0
NaN,hr14,0.0,52,0
NaN,hr2,0.0,52,0
NaN,hr3,0.0,52,0
NaN,hr4,0.0,52,0
NaN,hr5,0.0,52,0
NaN,hr6,0.0,52,0
NaN,hr7,0.0,52,0
NaN,hr8,0.0,52,0
NaN,hr9,0.0,52,0
NaN,po1,0.0,52,0
NaN,po10,0.0,52,0
NaN,po2,0.0,52,0
NaN,po3,0.0,52,0
NaN,po4,0.0,52,0
NaN,po5,0.0,52,0
NaN,po6,0.0,52,0
NaN,po7,0.0,52,0
NaN,po8,0.0,52,0
NaN,po9,0.0,52,0
NaN,tba1,0.0,52,0
NaN,tba2,0.0,52,0
NaN,tba3,0.0,52,0
NaN,tba4,0.0,52,0
NaN,tbb1,0.0,52,0
NaN,tbb2,0.0,52,0
NaN,tbb3,0.0,52,0
NaN,tbb4,0.0,52,0
NaN,tbc1,0.0,52,0
NaN,tbc2,0.0,52,0
NaN,tbc3,0.0,52,0
NaN,tbc4,0.0,52,0
NaN,tbc5,0.0,52,0
NaN,tbc6,0.0,52,0
NaN,tbd1,0.0,52,0
NaN,tbd2,0.0,52,0
NaN,tbd3,0.0,52,0
NaN,tbd4,0.0,52,0
NaN,tbd5,0.0,52,0
NaN,tbd6,0.0,52,0
NaN,tla1,0.0,52,0
NaN,tla2,0.0,52,0
NaN,tla3,0.0,52,0
NaN,tla4,0.0,52,0
NaN,tlb1,0.0,52,0
NaN,tlb2,0.0,52,0
NaN,tlb3,0.0,52,0
NaN,tlb4,0.0,52,0
NaN,tlc1,0.0,52,0
NaN,tlc10,0.0,52,0
NaN,tlc2,0.0,52,0
NaN,tlc3,0.0,52,0
NaN,tlc4,0.0,52,0
NaN,tlc5,0.0,52,0
NaN,tlc6,0.0,52,0
NaN,tlc7,0.0,52,0
NaN,tlc8,0.0,52,0
NaN,tlc9,0.0,52,0
