Stage,Channel,Amplitude,NrClipsWithSpikes,SOZ
N3,tblb1,1.0402324543386616e-05,52,0
N3,tblb2,9.646746418306907e-06,52,0
N3,tblb3,7.517949138218823e-06,52,0
N3,tblb4,6.5567307561810436e-06,52,0
N3,tblc1,1.6649448326421478e-05,52,0
N3,tblc2,1.2732977166098545e-05,52,0
N3,tblc3,1.4000755915010382e-05,52,0
N3,tblc4,1.9512443991509223e-05,52,0
N3,tblc5,6.880533187003896e-06,52,0
N3,tblc6,5.9632379292931214e-06,52,0
N3,tbra1,8.518831232951584e-06,52,0
N3,tbra2,9.877328679855331e-06,52,0
N3,tbra3,9.665881887396713e-06,52,0
N3,tbra4,8.435797423740034e-06,52,0
N3,tbrb1,9.997100895626902e-06,52,0
N3,tbrb2,9.835954322201143e-06,52,0
N3,tbrb3,9.965009852824008e-06,52,0
N3,tbrb4,1.0643046880461713e-05,52,0
N3,tbrc1,1.6443478729939393e-05,52,0
N3,tbrc2,1.7527529947500298e-05,52,0
N3,tbrc3,1.3247965048574627e-05,52,0
N3,tbrc4,1.678933610745132e-05,52,0
N3,tbrc5,1.2256120477695123e-05,52,0
N3,tbrc6,1.1636155986243118e-05,52,0
N3,tlra1,8.057164401772245e-06,52,0
N3,tlra2,1.2719149821282333e-05,52,0
N3,tlra3,1.4149369067342906e-05,52,0
N3,tlra4,8.33424509821885e-06,52,0
N3,tlrb1,1.6392107838035456e-05,52,0
N3,tlrb2,8.279846972652195e-06,52,0
N3,tlrb3,1.0375853907074044e-05,52,0
N3,tlrb4,1.1776106125747456e-05,52,0
N3,tlrc1,1.5218384185612575e-05,52,0
N3,tlrc2,1.1838471703997239e-05,52,0
N3,tlrc3,1.4065039339216038e-05,52,0
N3,tlrc4,1.4101744533217292e-05,52,0
N3,tlrc5,1.271099033582032e-05,52,0
N3,tlrc6,1.552107272669162e-05,52,0
N2,ga1,2.0738377202860062e-05,52,0
N2,ga2,1.4448743868349823e-05,52,0
N2,ga3,1.1886083234417608e-05,52,0
N2,ga4,1.9505491250290542e-05,52,0
N2,ga5,9.291612534172672e-06,52,0
N2,ga6,6.0172958039462875e-06,52,0
N2,ga7,4.970746897897668e-06,52,0
N2,ga8,5.2183899272584385e-06,52,0
N2,gb1,2.2974665691582357e-05,52,0
N2,gb2,1.8231284743465604e-05,52,0
N2,gb3,1.3532978552976571e-05,52,0
N2,gb4,1.932354347125434e-05,52,0
N2,gb5,1.304825247096868e-05,52,0
N2,gb6,7.115824089690813e-06,52,0
N2,gb7,1.109672831990426e-05,52,0
N2,gb8,2.7824060704480025e-06,52,0
N2,gc1,1.8978247718153174e-05,52,0
N2,gc2,2.140324478113127e-05,52,0
N2,gc3,1.5679286990343386e-05,52,0
N2,gc4,1.5822483223513495e-05,52,0
N2,gc5,5.99006071692667e-06,52,0
N2,gc6,7.300833468600637e-06,52,0
N2,gc7,7.437753524626977e-06,52,0
N2,gc8,6.787299865809924e-06,52,0
N2,gd1,1.6937807641106534e-05,52,0
N2,gd2,2.3602146489004126e-05,52,0
N2,gd3,7.724780215072026e-06,52,0
N2,gd4,7.440209966421196e-06,52,0
N2,gd5,6.314993562353344e-06,52,0
N2,gd6,5.6014278129707226e-06,52,0
N2,gd7,6.493697968665421e-06,52,0
N2,gd8,6.449086306674138e-06,52,0
N2,hl1,9.633359261862702e-06,52,0
N2,hl10,3.7285202525077905e-05,52,1
N2,hl2,1.1277926940666024e-05,52,0
N2,hl3,1.2677010756471882e-05,52,0
N2,hl4,1.1083375425917327e-05,52,0
N2,hl5,1.0561825069284096e-05,52,0
N2,hl6,1.2960820546683071e-05,52,0
N2,hl7,5.118302734244074e-05,52,1
N2,hl8,3.089451048921504e-05,52,1
N2,hl9,1.2152233534339431e-05,52,1
N2,tbla1,1.05764117282373e-05,52,1
N2,tbla2,2.5659716802744466e-05,52,1
N2,tbla3,1.3849185952038026e-05,52,1
N2,tbla4,9.57553821749225e-06,52,0
N2,tblb1,6.664123689786443e-06,52,0
N2,tblb2,6.107692060129622e-06,52,0
N2,tblb3,5.085158617438774e-06,52,0
N2,tblb4,4.62702811400434e-06,52,0
N2,tblc1,7.945267576969455e-06,52,0
N2,tblc2,6.968363551538512e-06,52,0
N2,tblc3,8.985354379025002e-06,52,0
N2,tblc4,1.4394705574955793e-05,52,0
N2,tblc5,4.616611565868913e-06,52,0
N2,tblc6,4.051090830074284e-06,52,0
N2,tbra1,4.181109385641067e-06,52,0
N2,tbra2,4.738296031041814e-06,52,0
N2,tbra3,4.647819031296092e-06,52,0
N2,tbra4,4.546719563323011e-06,52,0
N2,tbrb1,6.649101726399177e-06,52,0
N2,tbrb2,5.189007494221836e-06,52,0
N2,tbrb3,5.331465308571472e-06,52,0
N2,tbrb4,5.875036183667872e-06,52,0
N2,tbrc1,8.824913557921042e-06,52,0
N2,tbrc2,9.720252704484515e-06,52,0
N2,tbrc3,7.078244957486308e-06,52,0
N2,tbrc4,9.2218333646759e-06,52,0
N2,tbrc5,6.6587890421820515e-06,52,0
N2,tbrc6,7.057075992084836e-06,52,0
N2,tlra1,3.678644345162706e-06,52,0
N2,tlra2,5.3856613833134625e-06,52,0
N2,tlra3,8.127135468654442e-06,52,0
N2,tlra4,5.111398812124217e-06,52,0
N2,tlrb1,8.159013085941662e-06,52,0
N2,tlrb2,3.988839819998424e-06,52,0
N2,tlrb3,4.618286770060739e-06,52,0
N2,tlrb4,6.268974599700987e-06,52,0
N2,tlrc1,8.196603922447245e-06,52,0
N2,tlrc2,5.6526062920017655e-06,52,0
N2,tlrc3,6.2819006551794815e-06,52,0
N2,tlrc4,7.117155744046943e-06,52,0
N2,tlrc5,6.555980547237712e-06,52,0
N2,tlrc6,8.122088594101882e-06,52,0
N1,ga1,2.607888456595232e-05,52,0
N1,ga2,1.5090429287226844e-05,52,0
N1,ga3,1.7911004433059512e-05,52,0
N1,ga4,3.588875468141526e-05,52,0
N1,ga5,1.5680446159590835e-05,52,0
N1,ga6,1.1617403967472189e-05,52,0
N1,ga7,8.41357897177473e-06,52,0
N1,ga8,1.0033111733939879e-05,52,0
N1,gb1,3.496114942805407e-05,52,0
N1,gb2,2.4452846224985463e-05,52,0
N1,gb3,1.7563691249185212e-05,52,0
N1,gb4,2.3315185200576374e-05,52,0
N1,gb5,1.657493194685301e-05,52,0
N1,gb6,1.1930030241884795e-05,52,0
N1,gb7,2.0043705890645826e-05,52,0
N1,gb8,8.084969954368507e-06,52,0
N1,gc1,2.7511338440323643e-05,52,0
N1,gc2,3.731984013323298e-05,52,0
N1,gc3,2.5536689830052212e-05,52,0
N1,gc4,2.1281526229393968e-05,52,0
N1,gc5,9.163287376656068e-06,52,0
N1,gc6,1.2614302709586694e-05,52,0
N1,gc7,1.3157759528915225e-05,52,0
N1,gc8,1.1971277110742514e-05,52,0
N1,gd1,2.0781592251783416e-05,52,0
N1,gd2,5.392994159847332e-05,52,0
N1,gd3,1.2332302920745426e-05,52,0
N1,gd4,8.728859690911704e-06,52,0
N1,gd5,1.0284126817001875e-05,52,0
N1,gd6,1.0524866407260272e-05,52,0
N1,gd7,1.2267479206887301e-05,52,0
N1,gd8,1.1242188020497893e-05,52,0
N1,hl1,1.3275707878995903e-05,52,0
N1,hl10,3.816164619588773e-05,52,1
N1,hl2,1.6726718845712632e-05,52,0
N1,hl3,1.684780719931789e-05,52,0
N1,hl4,1.324512282691308e-05,52,0
N1,hl5,1.478055036369623e-05,52,0
N1,hl6,1.996078302060844e-05,52,0
N1,hl7,5.74249348501883e-05,52,1
N1,hl8,3.266976802261179e-05,52,1
N1,hl9,1.582332487176366e-05,52,1
N1,tbla1,1.580204074887758e-05,52,1
N1,tbla2,2.4221293193802906e-05,52,1
N1,tbla3,1.3333874130033037e-05,52,1
N1,tbla4,9.796710262160647e-06,52,0
N1,tblb1,8.06984019426391e-06,52,0
N1,tblb2,6.392397483358272e-06,52,0
N1,tblb3,6.253130564332889e-06,52,0
N1,tblb4,5.747767874024066e-06,52,0
N1,tblc1,2.0634000729411116e-05,52,0
N1,tblc2,1.307757905710191e-05,52,0
N1,tblc3,1.1383837201852548e-05,52,0
N1,tblc4,2.559648471870199e-05,52,0
N1,tblc5,6.125454546578663e-06,52,0
N1,tblc6,5.111813481887774e-06,52,0
N1,tbra1,7.00983267135001e-06,52,0
N1,tbra2,8.93901541933169e-06,52,0
N1,tbra3,9.203465056280376e-06,52,0
N1,tbra4,7.129729699551535e-06,52,0
N1,tbrb1,9.839016005644469e-06,52,0
N1,tbrb2,9.225819769861543e-06,52,0
N1,tbrb3,9.258135650988835e-06,52,0
N1,tbrb4,9.94714201002953e-06,52,0
N1,tbrc1,2.3159169384789635e-05,52,0
N1,tbrc2,1.8918182428302266e-05,52,0
N1,tbrc3,1.4912353863869053e-05,52,0
N1,tbrc4,1.6074793525966946e-05,52,0
N1,tbrc5,1.360044450808737e-05,52,0
N1,tbrc6,1.2156220090143913e-05,52,0
N1,tlra1,9.572624824470354e-06,52,0
N1,tlra2,1.1982550700662324e-05,52,0
N1,tlra3,1.4719404635280888e-05,52,0
N1,tlra4,8.768117388369326e-06,52,0
N1,tlrb1,1.6388119698797884e-05,52,0
N1,tlrb2,1.0100900414875288e-05,52,0
N1,tlrb3,1.1245586475858996e-05,52,0
N1,tlrb4,1.1930110259396412e-05,52,0
N1,tlrc1,1.5342687399265672e-05,52,0
N1,tlrc2,1.3874340384017552e-05,52,0
N1,tlrc3,1.4466449175213051e-05,52,0
N1,tlrc4,1.3998586515772087e-05,52,0
N1,tlrc5,1.4739667402773923e-05,52,0
N1,tlrc6,1.4963401335110463e-05,52,0
REM,ga1,3.4192639588328115e-05,52,0
REM,ga2,1.954579390456424e-05,52,0
REM,ga3,1.96446205701171e-05,52,0
REM,ga4,3.3886875948272637e-05,52,0
REM,ga5,1.436000068434371e-05,52,0
REM,ga6,7.747297083846073e-06,52,0
REM,ga7,6.013839936785163e-06,52,0
REM,ga8,6.7178135844555e-06,52,0
REM,gb1,4.091536995919363e-05,52,0
REM,gb2,3.329867088961719e-05,52,0
REM,gb3,2.293058132019277e-05,52,0
REM,gb4,3.173514511357967e-05,52,0
REM,gb5,2.0102259502403878e-05,52,0
REM,gb6,9.17235689274035e-06,52,0
REM,gb7,2.2170899970847025e-05,52,0
REM,gb8,1.0615952616458533e-06,52,0
REM,gc1,2.7694611503874314e-05,52,0
REM,gc2,3.7243792018348315e-05,52,0
REM,gc3,2.8410375746925315e-05,52,0
REM,gc4,2.7523301675208686e-05,52,0
REM,gc5,7.125293501409018e-06,52,0
REM,gc6,9.148690245431038e-06,52,0
REM,gc7,9.055593969845506e-06,52,0
REM,gc8,9.769513645972078e-06,52,0
REM,gd1,1.9557302565997314e-05,52,0
REM,gd2,3.646010300763179e-05,52,0
REM,gd3,9.220240158229527e-06,52,0
REM,gd4,8.087718377583977e-06,52,0
REM,gd5,6.307375137167902e-06,52,0
REM,gd6,7.096244702888989e-06,52,0
REM,gd7,7.037823969800847e-06,52,0
REM,gd8,7.179011633983055e-06,52,0
REM,hl1,1.2070231879165521e-05,52,0
REM,hl10,2.6452838204245152e-05,52,1
REM,hl2,1.6752499851817003e-05,52,0
REM,hl3,1.6000618652930587e-05,52,0
REM,hl4,1.304820167552435e-05,52,0
REM,hl5,1.1595539828805802e-05,52,0
REM,hl6,1.3425515419585366e-05,52,0
REM,hl7,4.76860319251598e-05,52,1
REM,hl8,2.919517791138454e-05,52,1
REM,hl9,1.4401497477737908e-05,52,1
REM,tbla1,1.0097339370330034e-05,52,1
REM,tbla2,2.103180835931326e-05,52,1
REM,tbla3,1.237279954233705e-05,52,1
REM,tbla4,9.587349084077047e-06,52,0
REM,tblb1,7.127181119590437e-06,52,0
REM,tblb2,6.409862892806394e-06,52,0
REM,tblb3,5.475379306365192e-06,52,0
REM,tblb4,5.618110168391262e-06,52,0
REM,tblc1,1.053828857572807e-05,52,0
REM,tblc2,8.687491240276416e-06,52,0
REM,tblc3,8.994416373423789e-06,52,0
REM,tblc4,1.9429601547170694e-05,52,0
REM,tblc5,5.4903020388896656e-06,52,0
REM,tblc6,4.929563785567459e-06,52,0
REM,tbra1,4.370937274922966e-06,52,0
REM,tbra2,5.438569854971337e-06,52,0
REM,tbra3,5.314375867110307e-06,52,0
REM,tbra4,4.3374107582763915e-06,52,0
REM,tbrb1,6.282769492278557e-06,52,0
REM,tbrb2,4.989044589329701e-06,52,0
REM,tbrb3,4.77925283342225e-06,52,0
REM,tbrb4,5.731412214279354e-06,52,0
REM,tbrc1,1.263856145930837e-05,52,0
REM,tbrc2,1.0262626238316726e-05,52,0
REM,tbrc3,7.282999606682487e-06,52,0
REM,tbrc4,9.501118053999194e-06,52,0
REM,tbrc5,7.493542795471451e-06,52,0
REM,tbrc6,7.470450762965129e-06,52,0
REM,tlra1,4.8504749826357445e-06,52,0
REM,tlra2,6.552117455625401e-06,52,0
REM,tlra3,8.57876010927658e-06,52,0
REM,tlra4,5.673655866411685e-06,52,0
REM,tlrb1,8.75333398364733e-06,52,0
REM,tlrb2,5.318483026128197e-06,52,0
REM,tlrb3,6.176174803547956e-06,52,0
REM,tlrb4,6.643390045825353e-06,52,0
REM,tlrc1,8.161290682387935e-06,52,0
REM,tlrc2,7.16710151332925e-06,52,0
REM,tlrc3,7.945130573472191e-06,52,0
REM,tlrc4,8.217937098006699e-06,52,0
REM,tlrc5,8.377691965586179e-06,52,0
REM,tlrc6,9.522267240715408e-06,52,0
Wake,ga1,5.850670789912378e-05,52,0
Wake,ga2,2.8714115118629107e-05,52,0
Wake,ga3,4.082392007349628e-05,52,0
Wake,ga4,7.535562431069093e-05,52,0
Wake,ga5,2.1040945154509293e-05,52,0
Wake,ga6,1.4541372546207156e-05,52,0
Wake,ga7,1.077609028230059e-05,52,0
Wake,ga8,1.213545308583824e-05,52,0
Wake,gb1,8.104207151048848e-05,52,0
Wake,gb2,6.0386372892660334e-05,52,0
Wake,gb3,3.520735637916832e-05,52,0
Wake,gb4,5.383884887951199e-05,52,0
Wake,gb5,2.568948548587559e-05,52,0
Wake,gb6,1.6108890916660628e-05,52,0
Wake,gb7,3.572617599775972e-05,52,0
Wake,gb8,0.00010453246440451878,52,0
Wake,gc1,5.951563475589348e-05,52,0
Wake,gc2,8.315844439985928e-05,52,0
Wake,gc3,5.539701742643181e-05,52,0
Wake,gc4,4.347622528885944e-05,52,0
Wake,gc5,1.1272351588731036e-05,52,0
Wake,gc6,1.9627028088021638e-05,52,0
Wake,gc7,1.9867394262694295e-05,52,0
Wake,gc8,1.65922989984127e-05,52,0
Wake,gd1,4.152969915675348e-05,52,0
Wake,gd2,9.28802712749304e-05,52,0
Wake,gd3,1.8334065221383257e-05,52,0
Wake,gd4,1.2429872356825261e-05,52,0
Wake,gd5,1.642089560839424e-05,52,0
Wake,gd6,1.6588993555107383e-05,52,0
Wake,gd7,2.078340281389994e-05,52,0
Wake,gd8,1.6357470028273064e-05,52,0
Wake,hl1,2.7810094781326925e-05,52,0
Wake,hl10,3.33300214495566e-05,52,1
Wake,hl2,2.3072828669508347e-05,52,0
Wake,hl3,2.7281898174960627e-05,52,0
Wake,hl4,2.2383851792965544e-05,52,0
Wake,hl5,2.046313593759536e-05,52,0
Wake,hl6,2.3149764667319808e-05,52,0
Wake,hl7,6.551859609240449e-05,52,1
Wake,hl8,3.615226578270136e-05,52,1
Wake,hl9,2.313190770690028e-05,52,1
Wake,tbla1,1.727563872605811e-05,52,1
Wake,tbla2,2.4386634319497932e-05,52,1
Wake,tbla3,1.430133577193023e-05,52,1
Wake,tbla4,1.1842154866104042e-05,52,0
Wake,tblb1,1.0451469466928112e-05,52,0
Wake,tblb2,9.74790167991283e-06,52,0
Wake,tblb3,9.764773108505381e-06,52,0
Wake,tblb4,9.394530603134182e-06,52,0
Wake,tblc1,2.7734686606459004e-05,52,0
Wake,tblc2,1.714620943878425e-05,52,0
Wake,tblc3,1.5847241122507058e-05,52,0
Wake,tblc4,4.3024680253411116e-05,52,0
Wake,tblc5,9.153932134656012e-06,52,0
Wake,tblc6,8.293531872625722e-06,52,0
Wake,tbra1,1.0217403885463126e-05,52,0
Wake,tbra2,1.1235210604098319e-05,52,0
Wake,tbra3,1.2686795634786884e-05,52,0
Wake,tbra4,1.1344597600265372e-05,52,0
Wake,tbrb1,1.511665268027213e-05,52,0
Wake,tbrb2,1.3553380083857912e-05,52,0
Wake,tbrb3,1.2328511191421032e-05,52,0
Wake,tbrb4,1.3491269441853701e-05,52,0
Wake,tbrc1,2.7493175108820475e-05,52,0
Wake,tbrc2,1.9985276983999938e-05,52,0
Wake,tbrc3,1.715255640104172e-05,52,0
Wake,tbrc4,1.9341455777808747e-05,52,0
Wake,tbrc5,1.729188643883153e-05,52,0
Wake,tbrc6,1.682267701244193e-05,52,0
Wake,tlra1,1.0763549155654186e-05,52,0
Wake,tlra2,1.7849895337147244e-05,52,0
Wake,tlra3,2.3084909802845167e-05,52,0
Wake,tlra4,1.4965014854811703e-05,52,0
Wake,tlrb1,2.168633804801903e-05,52,0
Wake,tlrb2,1.0801443338587757e-05,52,0
Wake,tlrb3,1.2558155233509021e-05,52,0
Wake,tlrb4,1.4011719722099256e-05,52,0
Wake,tlrc1,1.971288832644158e-05,52,0
Wake,tlrc2,1.593043958334153e-05,52,0
Wake,tlrc3,1.7694848316668536e-05,52,0
Wake,tlrc4,1.6699410625439952e-05,52,0
Wake,tlrc5,1.8750527705553268e-05,52,0
Wake,tlrc6,2.1544516196553213e-05,52,0
NaN,ga1,0.0,52,0
NaN,ga2,0.0,52,0
NaN,ga3,0.0,52,0
NaN,ga4,0.0,52,0
NaN,ga5,0.0,52,0
NaN,ga6,0.0,52,0
NaN,ga7,0.0,52,0
NaN,ga8,0.0,52,0
NaN,gb1,0.0,52,0
NaN,gb2,0.0,52,0
NaN,gb3,0.0,52,0
NaN,gb4,0.0,52,0
NaN,gb5,0.0,52,0
NaN,gb6,0.0,52,0
NaN,gb7,0.0,52,0
NaN,gb8,0.0,52,0
NaN,gc1,0.0,52,0
NaN,gc2,0.0,52,0
NaN,gc3,0.0,52,0
NaN,gc4,0.0,52,0
NaN,gc5,0.0,52,0
NaN,gc6,0.0,52,0
NaN,gc7,0.0,52,0
NaN,gc8,0.0,52,0
NaN,gd1,0.0,52,0
NaN,gd2,0.0,52,0
NaN,gd3,0.0,52,0
NaN,gd4,0.0,52,0
NaN,gd5,0.0,52,0
NaN,gd6,0.0,52,0
NaN,gd7,0.0,52,0
NaN,gd8,0.0,52,0
NaN,hl1,0.0,52,0
NaN,hl10,0.0,52,1
NaN,hl2,0.0,52,0
NaN,hl3,0.0,52,0
NaN,hl4,0.0,52,0
NaN,hl5,0.0,52,0
NaN,hl6,0.0,52,0
NaN,hl7,0.0,52,1
NaN,hl8,0.0,52,1
NaN,hl9,0.0,52,1
NaN,tbla1,0.0,52,1
NaN,tbla2,0.0,52,1
NaN,tbla3,0.0,52,1
NaN,tbla4,0.0,52,0
NaN,tblb1,0.0,52,0
NaN,tblb2,0.0,52,0
NaN,tblb3,0.0,52,0
NaN,tblb4,0.0,52,0
NaN,tblc1,0.0,52,0
NaN,tblc2,0.0,52,0
NaN,tblc3,0.0,52,0
NaN,tblc4,0.0,52,0
NaN,tblc5,0.0,52,0
NaN,tblc6,0.0,52,0
NaN,tbra1,0.0,52,0
NaN,tbra2,0.0,52,0
NaN,tbra3,0.0,52,0
NaN,tbra4,0.0,52,0
NaN,tbrb1,0.0,52,0
NaN,tbrb2,0.0,52,0
NaN,tbrb3,0.0,52,0
NaN,tbrb4,0.0,52,0
NaN,tbrc1,0.0,52,0
NaN,tbrc2,0.0,52,0
NaN,tbrc3,0.0,52,0
NaN,tbrc4,0.0,52,0
NaN,tbrc5,0.0,52,0
NaN,tbrc6,0.0,52,0
NaN,tlra1,0.0,52,0
NaN,tlra2,0.0,52,0
NaN,tlra3,0.0,52,0
NaN,tlra4,0.0,52,0
NaN,tlrb1,0.0,52,0
NaN,tlrb2,0.0,52,0
NaN,tlrb3,0.0,52,0
NaN,tlrb4,0.0,52,0
NaN,tlrc1,0.0,52,0
NaN,tlrc2,0.0,52,0
NaN,tlrc3,0.0,52,0
NaN,tlrc4,0.0,52,0
NaN,tlrc5,0.0,52,0
NaN,tlrc6,0.0,52,0
